pid,ad_title,target_age_group,target_gender,target_mood,target_weather
4BJHGB15EXTW02H2,warm hoodie for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
OG5VJTAKFQ3TIKIY,hot coffee for adults bringing simple in cold weather,65+,Male,neutral,cold
98ROYE8MIJ9O0E2A,tea pack for adults bringing delight in rainy weather,65+,Female,Happy,rainy
RBB03926VAN84X79,tea pack for teenagers bringing simple in rainy weather,10-18,Female,neutral,rainy
XMBME3IILVCH43IL,ladies thermal wear for kids bringing warmth in cold weather,Kids,Female,Sad,cold
PB5K0862D9T8QBXZ,moisture cream for middle aged adults bringing warmth in rainy weather,40-64,Male,Sad,rainy
F5R36CI3I3WX2PMD,ladies moisture cream for young adults bringing comfort in rainy weather,18-39,Female,Angry,rainy
EXN134SL9QEKHQCC,ladies winter jacket for adults bringing comfort in cold weather,65+,Female,Angry,cold
0O3OSPSIOY86ATQ4,soft gloves for teenagers bringing comfort in cold weather,10-18,Male,Angry,cold
W2ZM7919OT1WI0ZT,hot coffee for kids bringing delight in cold weather,Kids,Female,Happy,cold
8KXU0YO51S53EZIC,windbreaker for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
3M4INRJ903PU4T4A,cozy beanie for adults bringing warmth in cold weather,65+,Female,Sad,cold
EY49F5X3WOS23OMM,thermal wear for kids bringing warmth in cold weather,Kids,Female,Sad,cold
B3QNIMNV8TV7CQSX,raincoat for adults bringing delight in rainy weather,65+,Female,Happy,rainy
BJM9FQVR3C9ZMEU6,ladies moisture cream for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
YXW7MZG03RVMEEY4,hot coffee for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
5GLYQEZK7Q16CNKU,raincoat for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
MIQFVFO5DBOJIQ9K,winter jacket for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
L4QS2TVGIP2UY6W8,hot coffee for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
WIMFHP1P4KSFVC5V,ladies umbrella for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
YM0PW79MDDX5D0Z9,soft gloves for adults bringing comfort in cold weather,65+,Male,Angry,cold
8BD8AI28JF1MRMTS,tea pack for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
TQWCNPXBWODESJ1S,waterproof boots for teenagers bringing delight in rainy weather,10-18,Male,Happy,rainy
5NP7XYWG50VLD3BK,tea pack for adults bringing comfort in rainy weather,65+,Female,Angry,rainy
0K7JGXCD5DND3TQ9,moisture cream for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
MPBQDM492MLFBYFK,ladies tea pack for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
AWXCR3QXH30K2PDE,ladies winter jacket for middle aged adults bringing simple in cold weather,40-64,Female,neutral,cold
N0UHJO9LAUBDGIUL,windbreaker for teenagers bringing delight in rainy weather,10-18,Male,Happy,rainy
VVPBQT5UNKC4J8E9,umbrella for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
94FU0EFD0CI8EUQF,soft gloves for kids bringing warmth in cold weather,Kids,Male,Sad,cold
SRTVLZ7ENXEJ3E7V,ladies soft gloves for adults bringing delight in cold weather,65+,Female,Happy,cold
FIKZWV5NDFPAW5XO,windbreaker for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
YK44B58GPV0OG3WQ,umbrella for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
N24DUYM6R8MZL8SJ,winter jacket for young adults bringing comfort in cold weather,18-39,Male,Angry,cold
SKQ9ZJ8YLGPU3IUJ,ladies windbreaker for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
W2ICORZNC192KXS1,winter jacket for kids bringing simple in cold weather,Kids,Male,neutral,cold
1H810SS6SD9L2RB8,raincoat for adults bringing comfort in rainy weather,65+,Female,Angry,rainy
48ESMMYCGFRMQW6I,raincoat for adults bringing comfort in rainy weather,65+,Female,Angry,rainy
9IPEWHAKVR4KP955,ladies waterproof boots for adults bringing warmth in rainy weather,65+,Female,Sad,rainy
BNHUI4U2SNP8UCBT,cozy beanie for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
U5JNLND6HTHPEMYU,umbrella for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
ZE0921TACBQ975R3,hot coffee for adults bringing warmth in cold weather,65+,Male,Sad,cold
SILP4KE47Y6HNOMI,tea pack for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
5N4OR4LSKFBME3R4,tea pack for adults bringing delight in rainy weather,65+,Female,Happy,rainy
QFS5A1EM998U4SHM,warm hoodie for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
VLOVCSEFU4TDJPJP,cozy beanie for middle aged adults bringing warmth in cold weather,40-64,Female,Sad,cold
8VL941JX4EX7CRDK,tea pack for kids bringing delight in rainy weather,Kids,Male,Happy,rainy
Y15E1R3LVA6XPMJX,raincoat for adults bringing comfort in rainy weather,65+,Female,Angry,rainy
8HMLIO24RM606CUD,thermal wear for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
50Z7D86FLSM6XSJY,ladies waterproof boots for teenagers bringing delight in rainy weather,10-18,Female,Happy,rainy
HBGDB1L5XZCKFJIE,warm hoodie for young adults bringing delight in cold weather,18-39,Male,Happy,cold
UGHA8MHVH38PG0SW,windbreaker for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
KHN0H83NMVZ3BDHB,thermal wear for adults bringing delight in cold weather,65+,Female,Happy,cold
4ZUIRSHIT44Z6NAT,ladies warm hoodie for middle aged adults bringing delight in cold weather,40-64,Female,Happy,cold
ACCJT34IV83JNQHE,tea pack for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
B6P8GLKKDX4ZWAVM,cozy beanie for middle aged adults bringing simple in cold weather,40-64,Female,neutral,cold
J50UKKCJU60R5Y1Z,windbreaker for teenagers bringing simple in rainy weather,10-18,Male,neutral,rainy
YC5AGT236XIAS5VZ,hot coffee for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
92G68MQZIYAII2IB,waterproof boots for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
EX4D7HZHQ8OB3L7D,cozy beanie for young adults bringing simple in cold weather,18-39,Male,neutral,cold
1IQ9CXA99RID4D2P,cozy beanie for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
VTB6M771EO9WXXAV,tea pack for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
YUA754NXBJTNZXF1,hot coffee for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
5P358PACOMKLTZUH,soft gloves for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
WYZL1K66V1USYADQ,windbreaker for middle aged adults bringing simple in rainy weather,40-64,Male,neutral,rainy
JJS22JU9P82P91WI,ladies winter jacket for adults bringing delight in cold weather,65+,Female,Happy,cold
KX9N1CZSUXI6VAGF,ladies soft gloves for adults bringing comfort in cold weather,65+,Female,Angry,cold
Q0V46SGL93YY3AN0,ladies winter jacket for young adults bringing simple in cold weather,18-39,Female,neutral,cold
AZ9ECD21SINBP3WV,waterproof boots for adults bringing simple in rainy weather,65+,Male,neutral,rainy
4ZWEAL1RWW796LNG,waterproof boots for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
KE84LIFUZAIZPESP,moisture cream for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
51LHEFHKNUTIO57K,cozy beanie for young adults bringing delight in cold weather,18-39,Male,Happy,cold
4Q6AFH9GEOYV0C10,umbrella for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
MJHF6SLTCLNKL8Z1,soft gloves for kids bringing simple in cold weather,Kids,Female,neutral,cold
K1ZGUYPSR1T26D26,hot coffee for adults bringing simple in cold weather,65+,Male,neutral,cold
1ND4GTL7G6RR679Q,soft gloves for teenagers bringing comfort in cold weather,10-18,Male,Angry,cold
XG6RNV8K08L3V8CL,hot coffee for middle aged adults bringing warmth in cold weather,40-64,Female,Sad,cold
2NJ3HVTLIIT2KJQB,cozy beanie for young adults bringing simple in cold weather,18-39,Male,neutral,cold
T8JWB5DZKDBECAWX,cozy beanie for kids bringing simple in cold weather,Kids,Male,neutral,cold
1L1YVM3HEF25PE8R,tea pack for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
T2HTC1RVYZPYGBVQ,soft gloves for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
XW2YFW6YIQBQ9SAQ,windbreaker for adults bringing warmth in rainy weather,65+,Female,Sad,rainy
F7JWU1VUOSU4CX4L,soft gloves for young adults bringing delight in cold weather,18-39,Male,Happy,cold
WPXQMVSGG61JW45Q,cozy beanie for adults bringing warmth in cold weather,65+,Male,Sad,cold
EEFKQP85GANEU84D,ladies raincoat for middle aged adults bringing simple in rainy weather,40-64,Female,neutral,rainy
3SSGPMJNAPWW8O2J,ladies moisture cream for teenagers bringing delight in rainy weather,10-18,Female,Happy,rainy
ONK0B28RJ8J73Z03,hot coffee for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
XE4BOWYA2AU4KI4R,raincoat for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
J4URCH457XDZFVX5,ladies cozy beanie for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
7BO1SLXRJ3YNXSBN,thermal wear for middle aged adults bringing warmth in cold weather,40-64,Female,Sad,cold
5J1ZIZS4CHZDT7ZW,windbreaker for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
D4FP1DLHR5AQWHL3,umbrella for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
UPEHBIRVZTKYH5FR,waterproof boots for young adults bringing comfort in rainy weather,18-39,Male,Angry,rainy
43HEO4DNA1VQFSZ7,soft gloves for young adults bringing comfort in cold weather,18-39,Male,Angry,cold
6NKK8XAHPQ21FOCB,moisture cream for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
00LVTZJYG4GXOZ65,ladies warm hoodie for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
S6366QNAQ91JOUB0,waterproof boots for teenagers bringing simple in rainy weather,10-18,Male,neutral,rainy
499531XNL217S85F,tea pack for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
QMYM1D1I7IXY683J,ladies umbrella for young adults bringing comfort in rainy weather,18-39,Female,Angry,rainy
EG46DF0HK57QJ8XM,ladies raincoat for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
JWQQPYQ82CP0HSC9,raincoat for adults bringing simple in rainy weather,65+,Male,neutral,rainy
EFOCAF000ABM7GVL,waterproof boots for middle aged adults bringing delight in rainy weather,40-64,Male,Happy,rainy
S83IE4CHX9KK1C02,tea pack for young adults bringing warmth in rainy weather,18-39,Male,Sad,rainy
ZQOAKXVYFP6Z9WC6,hot coffee for kids bringing comfort in cold weather,Kids,Male,Angry,cold
5AH3GDLCFFLTJHXF,tea pack for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
HK1PPBBFIBU0LPP7,ladies thermal wear for kids bringing warmth in cold weather,Kids,Female,Sad,cold
MRB8AXM5XPQHDEBS,raincoat for young adults bringing comfort in rainy weather,18-39,Female,Angry,rainy
DHZ449S8RUCJEKXL,ladies tea pack for adults bringing delight in rainy weather,65+,Female,Happy,rainy
GTKXEZEFJQU6M6JW,windbreaker for adults bringing simple in rainy weather,65+,Male,neutral,rainy
CSF8K97HFIHA4QXW,ladies warm hoodie for kids bringing delight in cold weather,Kids,Female,Happy,cold
CMHHXPBZXDYL88XC,tea pack for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
8ANGR3I1Y10BG6J8,ladies raincoat for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
68G2A2WDXUATAHTK,ladies waterproof boots for kids bringing simple in rainy weather,Kids,Female,neutral,rainy
2PC4GFE7HC4HPQCB,warm hoodie for adults bringing warmth in cold weather,65+,Female,Sad,cold
1G2DMR02TD45K6U8,ladies winter jacket for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
VW9766APV3W1KJDT,raincoat for middle aged adults bringing delight in rainy weather,40-64,Male,Happy,rainy
9WJH5LK4X9YYQCMJ,soft gloves for middle aged adults bringing comfort in cold weather,40-64,Male,Angry,cold
BX7G2FRY7NAB3EOE,winter jacket for middle aged adults bringing delight in cold weather,40-64,Female,Happy,cold
T133K25JDH7J1BX4,tea pack for middle aged adults bringing delight in rainy weather,40-64,Male,Happy,rainy
V197QWUC5R1D6H5D,waterproof boots for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
1VXZ8PN5BJEUK6AN,raincoat for adults bringing comfort in rainy weather,65+,Female,Angry,rainy
KVAI75DAMIXCGPYC,hot coffee for kids bringing comfort in cold weather,Kids,Female,Angry,cold
6NE2OJ9M6S5G545V,umbrella for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
N0P6X3X4RF4W6C5Q,ladies thermal wear for middle aged adults bringing warmth in cold weather,40-64,Female,Sad,cold
0ZKW8MLIO4XRC64T,ladies soft gloves for adults bringing warmth in cold weather,65+,Female,Sad,cold
TOUMXRYMPJ2LS6WE,winter jacket for middle aged adults bringing comfort in cold weather,40-64,Male,Angry,cold
5KMXPK49SSWOR87I,tea pack for young adults bringing comfort in rainy weather,18-39,Male,Angry,rainy
6VTXO5PMOG93VPEC,winter jacket for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
JY468E1U9R93DGMG,winter jacket for middle aged adults bringing comfort in cold weather,40-64,Male,Angry,cold
V9AKU1IXRWE9CYET,soft gloves for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
LIDSNPW1HD3YVKWW,umbrella for young adults bringing comfort in rainy weather,18-39,Female,Angry,rainy
CEKOFIN85OQKGD6X,soft gloves for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
XT4AKBG3GFH75RHQ,soft gloves for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
OU1I4PQIC5NLNZAS,ladies hot coffee for adults bringing delight in cold weather,65+,Female,Happy,cold
USHXEGR7JG4LOFTJ,soft gloves for adults bringing delight in cold weather,65+,Male,Happy,cold
UCMWM1C6DGJ78R9B,soft gloves for middle aged adults bringing comfort in cold weather,40-64,Male,Angry,cold
PGOB7P2WSRLYTUIT,raincoat for kids bringing delight in rainy weather,Kids,Male,Happy,rainy
0E2VST4IHW91ZSCY,ladies umbrella for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
94Z8J5VXDDQJUM3Z,raincoat for middle aged adults bringing simple in rainy weather,40-64,Female,neutral,rainy
M8L0G2WZLZI1USKX,raincoat for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
QA8DL1YD22DZW6DG,moisture cream for teenagers bringing delight in rainy weather,10-18,Female,Happy,rainy
CE4Q29X9OR06ZWA1,windbreaker for kids bringing delight in rainy weather,Kids,Male,Happy,rainy
OOL4331CR8PG5P2X,raincoat for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
ZF52JL6Y14YDMS61,ladies moisture cream for adults bringing simple in rainy weather,65+,Female,neutral,rainy
HSAP640D3TTBGDU6,soft gloves for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
16N7BNDZPJ83CMUP,umbrella for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
TJPV61JPQUU8FE51,hot coffee for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
CJ8JONKO15FFOJTY,windbreaker for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
5S0OSHSCP00XG6HM,waterproof boots for kids bringing delight in rainy weather,Kids,Male,Happy,rainy
ZATH2QUGA5KTSXNU,warm hoodie for adults bringing delight in cold weather,65+,Female,Happy,cold
UJHQQS5R6YLCAJ0F,hot coffee for kids bringing comfort in cold weather,Kids,Female,Angry,cold
I7N1V96PR6L37UDC,warm hoodie for young adults bringing simple in cold weather,18-39,Female,neutral,cold
B6BVZYRIDT845WS3,waterproof boots for adults bringing warmth in rainy weather,65+,Female,Sad,rainy
9SB9SPATSL78RJ9Y,waterproof boots for young adults bringing delight in rainy weather,18-39,Male,Happy,rainy
SIOWIRZQHAP886R1,moisture cream for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
U2CTRZ83MS3SMCKY,ladies hot coffee for adults bringing warmth in cold weather,65+,Female,Sad,cold
O2ERQ6N7JZFPPNV1,moisture cream for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
44LJNS42AK5RK5VL,windbreaker for adults bringing delight in rainy weather,65+,Female,Happy,rainy
X52B23XN2CRTK91V,raincoat for teenagers bringing simple in rainy weather,10-18,Male,neutral,rainy
XBNTQKNMXTEUMVMZ,ladies moisture cream for kids bringing delight in rainy weather,Kids,Female,Happy,rainy
70EEAZSU3RH1IMLS,waterproof boots for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
TLI3B2VHVQ44HY89,windbreaker for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
B73ZUMH3HV1WA6JT,soft gloves for young adults bringing simple in cold weather,18-39,Female,neutral,cold
A62SMN1ITCRBW0P3,tea pack for teenagers bringing simple in rainy weather,10-18,Male,neutral,rainy
WUD3ZUMN7MPEPCXO,moisture cream for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
6AL2TXAHYWFD58L3,winter jacket for adults bringing comfort in cold weather,65+,Male,Angry,cold
32VTCGIEO37L2610,ladies raincoat for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
S5TLD4G1SZY6KQHL,winter jacket for adults bringing simple in cold weather,65+,Female,neutral,cold
XJDRA7V72HYETLZY,ladies raincoat for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
JVWYJEN2T66A7IQ8,umbrella for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
4R199U1VFTGNWTCU,windbreaker for teenagers bringing delight in rainy weather,10-18,Male,Happy,rainy
A4M3SOUU0XA72Q4A,ladies hot coffee for middle aged adults bringing delight in cold weather,40-64,Female,Happy,cold
2LHE37Y0XUDGUDDL,tea pack for middle aged adults bringing warmth in rainy weather,40-64,Male,Sad,rainy
F4O3PEOLNJBBP7J6,soft gloves for teenagers bringing delight in cold weather,10-18,Male,Happy,cold
XMGAREP2AGQH1UM9,windbreaker for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
BRLS12P0GBT6VW92,windbreaker for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
1O2ZRMML5HMLS1A6,warm hoodie for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
WAR7WJMNMX81MFNH,ladies hot coffee for adults bringing comfort in cold weather,65+,Female,Angry,cold
WMAR6CLIJ098X9F6,moisture cream for teenagers bringing simple in rainy weather,10-18,Male,neutral,rainy
RUDR312DECYTH07Z,ladies thermal wear for kids bringing warmth in cold weather,Kids,Female,Sad,cold
UI7UMVAT85KLMMD6,windbreaker for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
6HCEONMA5GLA4B0G,umbrella for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
JDED81OVTBHOTEXP,warm hoodie for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
OY7JFJCFIMOC1XBV,ladies soft gloves for young adults bringing warmth in cold weather,18-39,Female,Sad,cold
03KTMTV88XQZLN6T,warm hoodie for middle aged adults bringing simple in cold weather,40-64,Male,neutral,cold
W1TKJ8JF8ZXHOZB5,raincoat for kids bringing warmth in rainy weather,Kids,Male,Sad,rainy
H14UM2LUKS08LL0U,soft gloves for middle aged adults bringing delight in cold weather,40-64,Male,Happy,cold
2C7BHIPIAVC37KGA,hot coffee for teenagers bringing delight in cold weather,10-18,Female,Happy,cold
WIQF1Q9MMIBZ1XNQ,tea pack for teenagers bringing delight in rainy weather,10-18,Female,Happy,rainy
SBJ34WXRPK77DH2Q,ladies umbrella for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
MJ6ZPAH7TEP5HE5Q,winter jacket for young adults bringing delight in cold weather,18-39,Male,Happy,cold
P1XZRXHZM32V3DDO,hot coffee for kids bringing comfort in cold weather,Kids,Male,Angry,cold
PNSMW3N6EU17AJUK,umbrella for adults bringing delight in rainy weather,65+,Male,Happy,rainy
VIELYJV5H6SXWAX0,soft gloves for kids bringing delight in cold weather,Kids,Female,Happy,cold
M1BFTWQJ7VKA27U4,warm hoodie for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
AJA6LSFIVHZCOQ2L,thermal wear for middle aged adults bringing delight in cold weather,40-64,Female,Happy,cold
D3SMZ0EWED7KJJQE,ladies tea pack for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
UCMNDQVCGHM3E2DZ,umbrella for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
YR0NHDTZ0T7WKB9I,thermal wear for teenagers bringing simple in cold weather,10-18,Male,neutral,cold
JZNIPJ7H90JL677P,windbreaker for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
7Z9XN97G255Z8JNF,raincoat for middle aged adults bringing simple in rainy weather,40-64,Female,neutral,rainy
CHOG7ZOM1TNTI48L,ladies umbrella for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
VDBMJK8YN0IS8H1K,windbreaker for middle aged adults bringing warmth in rainy weather,40-64,Female,Sad,rainy
O9CHAGGGBC37YY2W,soft gloves for young adults bringing delight in cold weather,18-39,Male,Happy,cold
W0LY6JU5M8A5ZWWC,moisture cream for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
AAXNMSV0D5MQZSVO,ladies thermal wear for young adults bringing simple in cold weather,18-39,Female,neutral,cold
GMMH6EDTH6YN5N5U,waterproof boots for adults bringing simple in rainy weather,65+,Male,neutral,rainy
I28WZQJSORYWDZWL,warm hoodie for kids bringing delight in cold weather,Kids,Male,Happy,cold
BGQ55T2LXV8DRMCG,moisture cream for teenagers bringing delight in rainy weather,10-18,Female,Happy,rainy
KJYHX6LGKGBUMSSU,hot coffee for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
MS394MLCXKGADKUP,moisture cream for teenagers bringing comfort in rainy weather,10-18,Female,Angry,rainy
WROIS68AUFACQD5K,thermal wear for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
9L9DDN9SECDADVBR,umbrella for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
FP35ZZLFIGN5N9RF,hot coffee for middle aged adults bringing comfort in cold weather,40-64,Male,Angry,cold
QH5WFXZHI3Y3V3AE,umbrella for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
5FBW6SF64IC93IJ7,raincoat for adults bringing simple in rainy weather,65+,Male,neutral,rainy
JSS9SIPRMFQZ8PRF,umbrella for kids bringing comfort in rainy weather,Kids,Female,Angry,rainy
6XIYS2NSW6H525NN,ladies moisture cream for middle aged adults bringing delight in rainy weather,40-64,Female,Happy,rainy
COHXZWBLX5QWY0EA,hot coffee for teenagers bringing simple in cold weather,10-18,Female,neutral,cold
NFZTARSJMCCNV1IO,thermal wear for young adults bringing delight in cold weather,18-39,Male,Happy,cold
9M1VIPHI4YLQPHTW,raincoat for teenagers bringing warmth in rainy weather,10-18,Male,Sad,rainy
5AD689E4DMGMDD2S,moisture cream for middle aged adults bringing comfort in rainy weather,40-64,Male,Angry,rainy
UJVJ5OA3PUP9SETF,hot coffee for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
JPJSHY9MPI6D5GWP,umbrella for teenagers bringing comfort in rainy weather,10-18,Male,Angry,rainy
9ATHML68QPTF6WOS,soft gloves for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
PQ76COTZ73N03U70,hot coffee for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
FGRBAPSDFCLI9D8A,thermal wear for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
CAB28XZAB9LU4P2V,warm hoodie for teenagers bringing warmth in cold weather,10-18,Male,Sad,cold
0PGQ8M6RT8JS215C,soft gloves for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
7QV6II07G1E0J8YF,ladies waterproof boots for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
UECUMHYQSI5P19Q4,warm hoodie for middle aged adults bringing delight in cold weather,40-64,Female,Happy,cold
9022PM04MJZK44VZ,cozy beanie for young adults bringing comfort in cold weather,18-39,Female,Angry,cold
SK1QSTC7PMQPHPO0,soft gloves for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
KTVBXESOJ4O5S4DO,tea pack for adults bringing comfort in rainy weather,65+,Male,Angry,rainy
QZA7HPRFG7SON32I,moisture cream for middle aged adults bringing comfort in rainy weather,40-64,Female,Angry,rainy
ENCTYFNYUCDWSDLR,moisture cream for kids bringing warmth in rainy weather,Kids,Female,Sad,rainy
MHI6P8UDTIV9LLJL,moisture cream for adults bringing delight in rainy weather,65+,Male,Happy,rainy
TTPX4HFL5PII7CJ0,ladies windbreaker for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
ZTUATCQ3Q49HJI96,winter jacket for kids bringing delight in cold weather,Kids,Female,Happy,cold
9YC893BFFJSX6TZ3,soft gloves for young adults bringing comfort in cold weather,18-39,Male,Angry,cold
LDSRPJGBTPEUY3OP,ladies raincoat for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
KD4IKFSCS22XYAY5,ladies windbreaker for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
XEVWRJVDD8H0B2IN,tea pack for middle aged adults bringing warmth in rainy weather,40-64,Male,Sad,rainy
MQSAQR338QQT569G,tea pack for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
7W4TKJ6S01TOW4RO,winter jacket for adults bringing delight in cold weather,65+,Male,Happy,cold
BR6NI07CE2TH3VAI,tea pack for adults bringing warmth in rainy weather,65+,Male,Sad,rainy
BD7LKUY36OEDI62V,winter jacket for young adults bringing warmth in cold weather,18-39,Male,Sad,cold
1CXU4IIOT4KFKMFR,thermal wear for teenagers bringing warmth in cold weather,10-18,Female,Sad,cold
6AU0UA2ZEIYQBUSX,ladies soft gloves for middle aged adults bringing simple in cold weather,40-64,Female,neutral,cold
JPPRDY56XSYXJQ1J,warm hoodie for adults bringing comfort in cold weather,65+,Male,Angry,cold
TK2VRMXEQFKCW9YJ,windbreaker for middle aged adults bringing delight in rainy weather,40-64,Male,Happy,rainy
BWXSYW7853CSVUX3,cozy beanie for middle aged adults bringing warmth in cold weather,40-64,Male,Sad,cold
G5ITFR4Z7UXMF443,waterproof boots for middle aged adults bringing simple in rainy weather,40-64,Male,neutral,rainy
2TB9YEUX38BQ3NWL,ladies raincoat for young adults bringing delight in rainy weather,18-39,Female,Happy,rainy
D50DDTNP651EGJGD,hot coffee for middle aged adults bringing comfort in cold weather,40-64,Male,Angry,cold
ZQDBYXQ4LOJPU0F9,winter jacket for adults bringing warmth in cold weather,65+,Male,Sad,cold
XDMKVJ80QMI3FD9N,tea pack for teenagers bringing warmth in rainy weather,10-18,Female,Sad,rainy
XBGTZ61W7ZXW33AW,ladies umbrella for young adults bringing comfort in rainy weather,18-39,Female,Angry,rainy
9B671E0RRC69IXFW,raincoat for kids bringing comfort in rainy weather,Kids,Male,Angry,rainy
GFUPYNOVT59V3FDZ,ladies umbrella for young adults bringing simple in rainy weather,18-39,Female,neutral,rainy
LRQQDBAWUMMC6SVR,umbrella for young adults bringing simple in rainy weather,18-39,Male,neutral,rainy
SE4LAUX8BDU3JLRM,tea pack for teenagers bringing delight in rainy weather,10-18,Female,Happy,rainy
EQ0VR1F7FLBN3ADH,ladies windbreaker for young adults bringing warmth in rainy weather,18-39,Female,Sad,rainy
EIC9E1WB3PGQAXBY,windbreaker for young adults bringing comfort in rainy weather,18-39,Female,Angry,rainy
DUFVY43ILITG9K18,cozy beanie for kids bringing comfort in cold weather,Kids,Male,Angry,cold
